,관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
15280,11410-00028,개나리어린이공원,어린이공원,, 서대문구 남가,37.57778288,126.9177748,1653.0,체력단련시설 3기,조합놀이대 2기+그네 1기+모래밭 1기+시소 1기+기타 2기,음수대 1개소,,,1994-09-10,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15281,11410-00029,창천근린공원,근린공원,, 서대문구 창천,37.55787373,126.9402803,6322.0,배드민턴장 1개소+체력단련시설 5기,,발효식화장실 2기,,,1997-01-15,서울특별시 서대문구청,02-330-1965,2022-08-11,3120000,서대문구
15692,11305-00045,솔밭근린공원,근린공원,, 강북구 우이동,37.6530083,127.012253,34955.0,배드민턴장,조합놀이대+그네+흔들놀이,화장실,야외무대+장기바둑쉼터+놀이마당,바닥분수,1996-10-18,서울특별시 강북구청,02-901-6953,2022-08-21,3080000,강북구
16458,11215-10531,구의공원,어린이공원,"서울특별시 광진구 광나루로56길 86, (구의동)", 광진구 구의동,37.53650324,127.0947414,10464.0,배드민턴장,"조합놀이대, 그네, 시소, 흔들놀이기구",화장실,,,1984-08-22,서울특별시 광진구청,02-450-7775,2023-01-02,3040000,광진구
16629,11530-00027,소막골,어린이공원,, 구로구 개봉동,37.48853123,126.852386,516.0,체력단련시설 3점,조합놀이 1기,,,,1978-06-13,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16630,11530-00028,절골,어린이공원,, 구로구 개봉동,37.482821,126.851652,369.0,체력단련시설 4점,"모래밭 1기, 조합놀이 1기",,,,1978-11-22,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16631,11530-00029,가린열,어린이공원,, 구로구 개봉동,37.500611,126.8542042,332.9,체력단련시설 3점,조합놀이 1기,,,,1979-08-30,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16632,11530-00030,오금,어린이공원,, 구로구 고척동,37.505038,126.866221,348.0,체력단련시설 3점,"모래밭 1기, 조합놀이 1기",,,,1980-07-26,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16633,11530-00031,능골,어린이공원,, 구로구 고척동,37.506852,126.854254,357.0,체력단련시설 6점,"시소 1기, 조합놀이 1기",,,,1979-05-03,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16634,11530-00032,골목,어린이공원,, 구로구 고척동,37.507017,126.853545,266.0,체력단련시설 2점,"그네 1기, 모래밭 1기, 조합놀이 1기",,,,1978-09-05,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16635,11530-00033,도레미,어린이공원,, 구로구 고척동,37.508017,126.852322,326.3,체력단련시설 3점,조합놀이 1기,,,,1970-03-18,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16636,11530-00034,꿈마을,어린이공원,, 구로구 구로동,37.487173,126.8901545,909.0,체력단련시설 6점,"모래밭 1기, 시소1기, 조합놀이 1기",,,,1970-03-18,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16637,11530-00035,환경,어린이공원,, 구로구 구로동,37.48502191,126.888408,528.0,체력단련시설 2점,"시소 1기, 조합놀이 1기",,,,1990-10-22,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16638,11530-00036,희망,어린이공원,, 구로구 구로동,37.48703809,126.886243,669.0,체력단련시설 3점,"그네 1기, 조합놀이 1기",,,,1965-07-08,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16639,11530-00037,삼각,어린이공원,, 구로구 구로동,37.50135772,126.8920128,263350.0,체력단련시설 3점,"그네 1기, 모래밭 1기, 시소 1기, 조합놀이 1기",,,,1982-07-08,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16640,11530-00038,삭새,어린이공원,, 구로구 궁동 ,37.496337,126.825012,207700.0,체력단련시설 11점,"모래밭 1기, 조합놀이 1기",,,,1979-08-30,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16641,11530-00039,수른,어린이공원,, 구로구 궁동 ,37.49794413,126.829601,332.0,체력단련시설 2점,조합놀이 1기,,,,1991-05-29,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16642,11530-00040,온수,어린이공원,, 구로구 온수동,37.494631,126.8177077,475.0,체력단련시설 2점,"모래밭 1기, 시소 1기, 조합놀이 1기",,,,1978-06-07,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16643,11530-00041,화원,어린이공원,, 구로구 구로동,37.49791653,126.8804405,454400.0,체력단련시설 5점,"모래밭 1기, 시소 1기, 조합놀이 1기",,,,1981-03-10,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16644,11530-00042,신도림,어린이공원,, 구로구 신도림,37.51070916,126.8883753,229200.0,체력단련시설 6점,조합놀이 1기,,,,2000-04-07,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16645,11530-00043,구로리,어린이공원,, 구로구 구로동,37.4904165,126.891578,778200.0,체력단련시설 9점,"그네 1기, 모래밭 1기, 시소 2기, 조합놀이 1기",,,,1977-11-19,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16646,11530-00044,애경,어린이공원,, 구로구 구로동,37.500156,126.8846598,299600.0,체력단련시설 6점,"그네 1기, 조합놀이 1기",,,,2002-10-09,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16647,11530-00045,미래사랑,어린이공원,, 구로구 신도림,37.50984705,126.8890762,587000.0,체력단련시설 5점,조합놀이 1기,,,,2004-02-16,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16648,11530-00046,솔길,어린이공원,, 구로구 구로동,37.48918401,126.8804792,199900.0,체력단련시설 5점,"그네 1기, 모래밭 1기, 조합놀이 2기",,,,1981-03-10,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16652,11530-00050,와룡,소공원,, 구로구 온수동,37.4979921,126.8214922,250010.0,체력단련시설 4점,,,,,2008-08-28,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16653,11530-00051,갈매,소공원,, 구로구 온수동,37.49669974,126.8228085,320010.0,체력단련시설 8점,,,,,2008-08-28,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16654,11530-00052,개봉동과장미,소공원,, 구로구 개봉동,37.48810124,126.854735,657.2,체력단련시설 5점,조합놀이 1기,,,,2010-05-13,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
16655,11530-00001,온수(잣절지구),근린공원,, 구로구 개봉동,37.499437985,126.841825611,7732060.0,"체력단련시설 15점, 배드민턴장 1개소",,,,,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000,구로구
16660,11530-00006,온수(온수체육지구),근린공원,, 구로구 온수동,37.4933039102,126.8193736307,1741320.0,체력단련시설 15점,,,,,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000,구로구
16661,11530-00007,고척,근린공원,, 구로구 고척동,37.50658242,126.8532783,108120.0,"운동장 1개소, 테니스장 1개소, 수영장 1개소, 배드민턴 2개소, 게이트볼 1개소, 체력단력시설 56점","모래밭 2기, 시소 1기, 조합놀이 3기","주차장 1개소, 화장실 1개소, 공중전화 3기, 음수대 6기, 시계탑 2기",도서관 1개소,,1977-07-09,서울특별시 구로구청,02-860-3165,2023-01-27,3160000,구로구
16662,11530-00008,계남,근린공원,, 구로구 고척동,37.509285,126.850122,158814.0,"운동장 1개소, 테니스장 1개소, 체력단력시설 95점",,음수대 1기,,,1971-08-06,서울특별시 구로구청,02-860-3165,2023-01-27,3160000,구로구
16663,11530-00009,개웅산,근린공원,, 구로구 개봉동,37.48690364,126.8471261,411972.0,"배드민턴장 1개소, 체력단련시설 65점",,샘터 1개소,,,1971-08-06,서울특별시 구로구청,02-860-3165,2023-01-27,3160000,구로구
16666,11530-00012,천왕(구),근린공원,, 구로구 천왕동,37.4764232,126.8417584,33677.0,체력단련시설 9점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16667,11530-00013,연지,근린공원,, 구로구 천왕동,37.47965771,126.8379653,44478.0,체력단련시설 15점,,,,,2004-11-20,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16668,11530-00014,봉화대,근린공원,, 구로구 천왕동,37.48469858,126.8424192,60975.0,체력단련시설 9점,,,,,2006-11-13,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16669,11530-00015,구로,근린공원,, 구로구 구로동,37.49748278,126.8896027,7901.0,체력단련시설 5점,조합놀이 1기,"주차장 1개소, 화장실 1개소, 음수대 1기","도서관 1개소, 문화회관 1개소",,1982-07-12,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16670,11530-00016,신도림테크노,근린공원,, 구로구 구로동,37.50811753,126.8908707,10482.0,체력단련시설 6점,,음수대 2기,,,2005-01-05,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16671,11530-00017,덕의,근린공원,, 구로구 고척동,37.50702571,126.8558381,5565.0,체력단련시설 12점,,"음수대1기, 화장실 1개소",,,2001-10-02,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16674,11530-00020,항동 4호,근린공원,, 구로구 항동 ,37.4741811407,126.8176642787,1408440.0,체력단련시설 6점,,,,,2010-05-26,서울특별시 구로구청,02-860-3086,2023-01-27,3160000,구로구
16678,11530-00024,항동,체육공원,, 구로구 항동 ,37.4761350837,126.8220008494,1281300.0,체력단련시설 21점,,,,,2010-05-26,서울특별시 구로구청,02-860-3165,2023-01-27,3160000,구로구
16680,11530-00026,개웅,어린이공원,, 구로구 개봉동,37.489928,126.852866,179740.0,체력단련시설 3점,"모래밭 1기, 시소 1기, 조합놀이 2기",화장실 1개소,,,1970-09-20,서울특별시 구로구청,02-860-3090,2023-01-27,3160000,구로구
